compound_id	compound_name	compound_unii
1109	CIMETIDINE	80061L1WGD
1110	ETHACRYNIC ACID	M5DP350VZV
1111	FOSINOPRILAT	S312EY6ZT8
1113	GRANISETRON	WZG3J2MCOL
1114	HYDROXYZINE	30S50YM8OG
1115	IMIPRAMINE	OGG85SX4E4
1116	MOMETASONE	8HR4QJ6DW8
1117	OXYBUTYNIN	K9P6MC7092
1118	PHENYLEPHRINE	1WS297W6MV
1119	PRILOCAINE	046O35D44R
1120	TOLBUTAMIDE	982XCM1FOI
1121	PHENTERMINE	C045TQL4WP
1122	METHDILAZINE	4Q13LY9Z8X
1123	OXAPROZIN	MHJ80W9LRB
1124	PENICILLIN V	Z61I075U2W
1125	PYRIDOXINE	KV2JZ1BI6Z
1126	SULFADIAZINE	0N7609K889
1127	AMILORIDE	7DZO8EB0Z3
1128	FLUCONAZOLE	8VZV102JFY
1130	CEFOTIAM	91W6Z2N718
1131	ICOSAPENT	AAN7QOV9EA
1132	AMDINOCILLIN	V10579P3QZ
1133	ESTRAMUSTINE	35LT29625A
1134	BENZTROPINE	1NHL2J4X8K
1135	CLEMASTINE	95QN29S1ID
1136	DIHYDROCODEINE	N9I9HDB855
1137	DIPIVEFRIN	8Q1PVL543G
1138	DOXORUBICIN	80168379AG
1139	EPROSARTAN	2KH13Z0S0Y
1140	ESMOLOL	MDY902UXSR
1141	FLUOROURACIL	U3P01618RT
1142	HYDROXYCHLOROQUINE	4QWG6N8QKH
1143	ILOPROST	JED5K35YGL
1144	INDAPAMIDE	F089I0511L
1145	INDINAVIR ANHYDROUS	9MG78X43ZT
1146	LEVOTHYROXINE	Q51BO43MG4
1147	MECLIZINE	3L5TQ84570
1148	NEOSTIGMINE	3982TWQ96G
1149	NEVIRAPINE	99DK7FVK1H
1150	PHENELZINE	O408N561GF
1151	PIROXICAM	13T4O6VMAM
1152	PRAMIPEXOLE	83619PEU5T
1153	TERBUTALINE	N8ONU3L3PG
1155	TROVAFLOXACIN	9F388J00UK
1156	VARDENAFIL	UCE6F4125H
1157	VINCRISTINE	5J49Q6B70F
1158	VORINOSTAT	58IFB293JI
1159	FLUMETHASONE	LR3CD8SX89
1161	BIOTIN	6SO6U10H04
1162	DIPHENOXYLATE	73312P173G
1163	ETHYNODIOL	9E01C36A9S
1164	SIBUTRAMINE HYDROCHLORIDE	OGM0YHD1WF
1165	DALFOPRISTIN	R9M4FJE48E
1167	FLUDROCORTISONE	U0476M545B
1168	KETOPROFEN	90Y4QC304K
1169	LEVODOPA	46627O600J
1170	ARIPIPRAZOLE	82VFR53I78
1171	AZTREONAM	G2B4VE5GH8
1172	BUSPIRONE	TK65WKS8HL
1173	VALSARTAN	80M03YXJ7I
1174	EMTRICITABINE	G70B4ETF4S
1175	MIRTAZAPINE	A051Q2099Q
1176	OCTREOTIDE	RWM8CCW8GP
1177	PINDOLOL	BJ4HF6IU1D
1178	ADEFOVIR	6GQP90I798
1179	CANDESARTAN	S8Q36MD2XX
1180	CLOBETASOL	ADN79D536H
1181	DIFLORASONE	T2DHJ9645W
1182	FLUDARABINE	P2K93U8740
1183	HYDROXYPROGESTERONE	21807M87J2
1184	ACARBOSE	T58MSI464G
1185	ACETAMINOPHEN	362O9ITL9D
1186	ACETOHEXAMIDE	QGC8W08I6I
1187	ACITRETIN	LCH760E9T7
1188	ACRIVASTINE	A20F9XAI7W
1189	ADAPALENE	1L4806J2QF
1191	ALBENDAZOLE	F4216019LN
1192	ALCLOMETASONE	136H45TB7B
1193	ALPRAZOLAM	YU55MQ3IZY
1194	AMANTADINE	BF4C9Z1J53
1195	AMBRISENTAN	HW6NV07QEC
1196	AMCINONIDE	423W026MA9
1197	AMIFOSTINE ANHYDROUS	ILA426L95O
1198	AMINOCAPROIC ACID	U6F3787206
1199	AMINOGLUTETHIMIDE	0O54ZQ14I9
1200	AMLEXANOX	BRL1C2459K
1201	AMOXAPINE	R63VQ857OT
1202	ANASTROZOLE	2Z07MYW1AZ
1203	APOMORPHINE	N21FAR7B4S
1204	APREPITANT	1NF15YR6UY
1205	ATENOLOL	50VV3VW0TI
1206	ATOVAQUONE	Y883P1Z2LT
1207	AURANOFIN	3H04W2810V
1208	AZACITIDINE	M801H13NRU
1209	AZATADINE	94Z39NID6C
1211	BACLOFEN	H789N3FKE8
1212	BENDROFLUMETHIAZIDE	5Q52X6ICJI
1213	BEXAROTENE	A61RXM4375
1214	BICALUTAMIDE	A0Z3NAU9DP
1215	BIMATOPROST	QXS94885MZ
1217	BORTEZOMIB	69G8BD63PP
1218	BRIMONIDINE	E6GNX3HHTE
1219	BRINZOLAMIDE	9451Z89515
1221	BUMETANIDE	0Y2S3XUQ5H
1222	CABERGOLINE	LL60K9J05T
1223	CALCITRIOL	FXC9231JVH
1224	CAPECITABINE	6804DJ8Z9U
1225	CAPOZIDE	YQ0UGU4SE2
1226	CAPSAICIN	S07O44R1ZM
1227	CARBAMAZEPINE	33CM23913M
1228	CARMUSTINE	U68WG3173Y
1229	CEFDITOREN	81QS09V3YW
1230	CEFEPIME	807PW4VQE3
1231	CEFOPERAZONE	7U75I1278D
1233	CEFOTETAN	48SPP0PA9Q
1234	CEFTIBUTEN	IW71N46B4Y
1235	CELECOXIB	JCX84Q7J1L
1236	CHLORPROTHIXENE	9S7OD60EWP
1237	CHLORTHALIDONE	Q0MQD1073Q
1238	CICLESONIDE	S59502J185
1239	CICLOPIROX	19W019ZDRJ
1240	CILOSTAZOL	N7Z035406B
1241	CINACALCET	UAZ6V7728S
1242	CISATRACURIUM	QX62KLI41N
1243	CLARITHROMYCIN	H1250JIK0A
1244	CLOCORTOLONE	N8ZUB7XE0H
1245	CLOFARABINE	762RDY0Y2H
1246	CLOMIPRAMINE	NUV44L116D
1247	CLOTRIMAZOLE	G07GZ97H65
1248	CLOXACILLIN	O6X5QGC2VB
1250	CYCLOSERINE	95IK5KI84Z
1251	CYCLOTHIAZIDE	P71U09G5BW
1252	DACTINOMYCIN	1CC1JFE158
1253	DANAZOL	N29QWW3BUO
1254	DANTROLENE	F64QU97QCR
1256	DAPSONE	8W5C518302
1257	DARIFENACIN	APG9819VLM
1258	DECITABINE	776B62CQ27
1259	DESLORATADINE	FVF865388R
1260	DESOGESTREL	81K9V7M3A3
1261	DESONIDE	J280872D1O
1262	DEXMEDETOMIDINE	67VB76HONO
1263	DEXRAZOXANE	048L81261F
1264	DIAZEPAM	Q3JTX2Q7TU
1265	DIAZOXIDE	O5CB12L4FN
1266	DICHLORPHENAMIDE	VVJ6673MHY
1267	DIDANOSINE	K3GDH6OH08
1268	DIETHYLCARBAMAZINE	V867Q8X3ZD
1269	DIETHYLPROPION	Q94YYU22B8
1270	DIFLUPREDNATE	S8A06QG2QE
1271	DIGOXIN	73K4184T59
1272	DINOPROSTONE	K7Q1JQR04M
1273	DIPYRIDAMOLE	64ALC7F90C
1274	DISOPYRAMIDE	GFO928U8MQ
1275	DISULFIRAM	TR3MLJ1UAI
1276	DOCOSANOL	9G1OE216XY
1277	DOFETILIDE	R4Z9X1N2ND
1278	DOXAPRAM	94F3830Q73
1279	DOXERCALCIFEROL	3DIZ9LF5Y9
1280	DOXYLAMINE	95QB77JKPL
1281	DROPERIDOL LACTATE	09NO5N37E0
1282	DULOXETINE	O5TNM5N07U
1283	DUTASTERIDE	O0J6XJN02I
1284	DYDROGESTERONE	90I02KLE8K
1285	EFAVIRENZ	JE6H2O27P8
1287	ENTACAPONE	4975G9NM6T
1288	EPLERENONE	6995V82D0B
1289	ERGOCALCIFEROL	VS041H42XC
1290	ERLOTINIB	J4T82NDH7E
1291	ESTAZOLAM	36S3EQV54C
1292	ESZOPICLONE	UZX80K71OE
1293	ETHINYL ESTRADIOL	423D2T571U
1294	ETHOSUXIMIDE	5SEH9X1D1D
1295	ETHOTOIN	46QG38NC4U
1296	ETODOLAC	2M36281008
1297	ETONOGESTREL	304GTH6RNH
1298	EVEROLIMUS	9HW64Q8G6G
1299	EXEMESTANE	NY22HMQ4BX
1300	EZETIMIBE	EOR26LQQ24
1302	FEBUXOSTAT	101V0R1N2E
1303	FELBAMATE	X72RBB02N8
1304	FELODIPINE	OL961R6O2C
1305	FENOPROFEN	RA33EAC7KY
1306	FINASTERIDE	57GNO57U7G
1307	FLECAINIDE	K94FTS1806
1308	FLOXURIDINE	039LU44I5M
1309	FLUMAZENIL	40P7XK9392
1310	FLUNISOLIDE	QK4DYS664X
1312	FLUOCINONIDE	2W4A77YPAN
1313	FLUTAMIDE	76W6J0943E
1314	FLUTICASONE PROPIONATE	O2GMZ0LF5W
1315	FLUVOXAMINE	O4L1XPO44W
1316	FULVESTRANT	22X328QOC4
1317	FUROSEMIDE	7LXU5N7ZO5
1318	GEFITINIB	S65743JHBS
1319	GEMCITABINE	B76N6SBZ8R
1320	GEMFIBROZIL	Q8X02027X3
1321	GLIMEPIRIDE	6KY687524K
1322	GLIPIZIDE	X7WDT95N5C
1323	GLUTAMINE	0RH81L854J
1324	GLYBURIDE	SX6K58TVWC
1325	GOSERELIN	0F65R8P09N
1326	GUANADREL	765C9332T4
1327	HISTRELIN	H50H3S3W74
1328	HYDRALAZINE	26NAK24LS8
1329	HYDROFLUMETHIAZIDE	501CFL162R
1330	IBUTILIDE	2436VX1U9B
1331	ILOPERIDONE	VPO7KJ050N
1332	IMIQUIMOD	P1QW714R7M
1333	INAMRINONE	JUT23379TN
1334	ISOCARBOXAZID	34237V843T
1335	ISOSORBIDE DINITRATE	IA7306519N
1336	ISOSORBIDE MONONITRATE	LX1OH63030
1337	ISRADIPINE	YO1UK1S598
1338	ITRACONAZOLE	304NUG5GF4
1339	KETAMINE	690G0D6V8H
1340	KETOTIFEN	X49220T18G
1341	LABETALOL	R5H8897N95
1342	LAMOTRIGINE	U3H27498KS
1344	LANSOPRAZOLE	0K5C5T2QPG
1345	LATANOPROST	6Z5B6HVF6O
1347	LENALIDOMIDE	F0P408N6V4
1348	LETROZOLE	7LKK855W8I
1349	LEVETIRACETAM	44YRR34555
1351	LEVOCETIRIZINE	6U5EA9RT2O
1352	LEVOMEPROMAZINE	9G0LAW7ATQ
1353	LEVONORGESTREL	5W7SIA7YZW
1354	LORATADINE	7AJO3BO7QN
1355	LORAZEPAM	O26FZP769L
1358	MAPROTILINE	2U1W68TROF
1359	MARAVIROC	MD6P741W8A
1360	MASOPROCOL	7BO8G1BYQU
1361	MEBENDAZOLE	81G6I5V05I
1362	MECLOFENAMIC ACID	48I5LU4ZWD
1363	MEFENAMIC ACID	367589PJ2C
1364	MEGESTROL	EA6LD1M70M
1365	MELOXICAM	VG2QF83CGL
1366	MEMANTINE	W8O17SJF3T
1367	MEPHENYTOIN	R420KW629U
1368	MEPIVACAINE	B6E06QE59J
1369	MESALAMINE	4Q81I59GXC
1370	METHAZOLAMIDE	W733B0S9SD
1371	METHIMAZOLE	554Z48XN5E
1372	METHOCARBAMOL	125OD7737X
1373	METHOTREXATE	YL5FZ2Y5U1
1374	METHSUXIMIDE	0G76K8X6C0
1375	METHYCLOTHIAZIDE	L3H46UAC61
1376	METHYL AMINOLEVULINATE	585NM85KYM
1377	METHYLERGONOVINE	W53L6FE61V
1378	METHYLTESTOSTERONE	V9EFU16ZIF
1379	METOCLOPRAMIDE	L4YEB44I46
1380	METYROSINE	DOQ0J0TPF7
1381	MIDODRINE	6YE7PBM15H
1382	MIFEPRISTONE	320T6RNW1F
1383	MIGLITOL	0V5436JAQW
1384	MIGLUSTAT	ADN3S497AZ
1385	MILRINONE	JU9YAX04C7
1386	MINOXIDIL	5965120SH1
1387	MISOPROSTOL	0E43V0BB57
1388	MITOTANE	78E4J5IB5J
1390	NABUMETONE	LW0TIW155Z
1392	NAFTIFINE	4FB1TON47A
1393	NAPHAZOLINE	H231GF11BV
1394	NATEGLINIDE	41X3PWK4O2
1395	NEFAZODONE HYDROCHLORIDE	27X63J94GR
1396	NELFINAVIR	HO3OGH5D7I
1397	NEPAFENAC	0J9L7J6V8C
1398	NIACINAMIDE	25X51I8RD4
1399	NICLOSAMIDE	8KK8CQ2K8G
1400	NIFEDIPINE	I9ZF7L6G2L
1401	NILUTAMIDE	51G6I8B902
1402	NIMODIPINE	57WA9QZ5WH
1403	NISOLDIPINE	4I8HAB65SZ
1404	TIZOXANIDE	15KFG88UOJ
1405	NITISINONE	K5BN214699
1406	NIZATIDINE	P41PML4GHR
1407	OFLOXACIN	A4P49JAZ9H
1408	OLMESARTAN	8W1IQP3U10
1409	ORLISTAT	95M8R751W8
1410	OSELTAMIVIR ACID	K6106LV5Q8
1411	OXAZEPAM	6GOW6DWN2A
1412	OXCARBAZEPINE	VZI5B1W380
1413	OXICONAZOLE	C668Q9I33J
1414	OXPRENOLOL	519MXN9YZR
1415	OXYMETHOLONE	L76T0ZCA8K
1417	PARICALCITOL	6702D36OG5
1418	PEMETREXED	04Q9AIZ7NO
1419	PENTOSTATIN	395575MZO7
1420	PENTOXIFYLLINE	SD6QCT3TSU
1422	PHENOXYBENZAMINE	0TTZ664R7Z
1424	PIMECROLIMUS	7KYV510875
1425	PIMOZIDE	1HIZ4DL86F
1426	PITAVASTATIN	M5681Q5F9P
1427	PODOFILOX	L36H50F353
1428	POLYTHIAZIDE	36780APV5N
1429	POSACONAZOLE	6TK1G07BHZ
1430	PRAZEPAM	Q30VCC064M
1431	PREDNICARBATE	V901LV1K7D
1432	PREDNISONE	VB0R961HZT
1433	PREGABALIN	55JG375S6M
1434	PRIMIDONE	13AFD7670Q
1435	PROBENECID	PO572Z7917
1436	PROBUCOL	P3CTH044XJ
1437	PROCAINAMIDE	L39WTC366D
1438	PROCYCLIDINE	C6QE1Q1TKR
1439	PROGESTERONE	4G7DS2Q64Y
1440	PROPRANOLOL	9Y8NXQ24VQ
1441	PROTIRELIN	5Y5F15120W
1442	PYRIDOSTIGMINE	19QM69HH21
1443	PYRIMETHAMINE	Z3614QOX8W
1444	QUETIAPINE	BGL0JSY5SI
1446	RABEPRAZOLE	32828355LL
1447	RAMELTEON	901AS54I69
1448	RAMIPRIL	L35JN3I7SJ
1449	RANOLAZINE	A6IEZ5M406
1450	REPAGLINIDE	668Z8C33LU
1451	RIBAVIRIN	49717AWG6K
1452	RIFABUTIN	1W306TDA6S
1453	RIFAMPIN	VJT6J7R4TR
1454	RIFAXIMIN	L36O5T016N
1455	RILUZOLE	7LJ087RS6F
1456	RIMEXOLONE	O7M2E4264D
1457	RISEDRONIC ACID	KM2Z91756Z
1458	RISPERIDONE	L6UH7ZF8HC
1459	RITONAVIR	O3J8G9O825
1460	ROSIGLITAZONE	05V02F2KDG
1461	ROTIGOTINE	87T4T8BO2E
1462	RUFINAMIDE	WFW942PR79
1463	SALMETEROL	2I4BC502BT
1464	SECOBARBITAL SODIUM	XBP604F6UM
1465	SERTACONAZOLE	72W71I16EG
1466	SEVOFLURANE	38LVP0K73A
1467	SIMVASTATIN	AGG2FN16EV
1468	SIROLIMUS	W36ZG6FT64
1469	SOLIFENACIN	A8910SQJ1U
1470	SORAFENIB	9ZOQ3TZI87
1471	SOTALOL	A6D97U294I
1472	SPARFLOXACIN	Q90AGA787L
1473	SPIRONOLACTONE	27O7W4T232
1474	STAVUDINE	BO9LE4QFZF
1475	SUFENTANIL	AFE2YW0IIZ
1476	SULFASALAZINE	3XC8GUZ6CB
1477	SULFINPYRAZONE	V6OFU47K3W
1478	SULINDAC	184SNS8VUH
1479	TACRINE	4VX7YNB537
1480	TADALAFIL	742SXX0ICT
1481	TAZAROTENE	81BDR9Y8PS
1482	TELMISARTAN	U5SYW473RQ
1483	TEMAZEPAM	CHB1QD2QSS
1484	THALIDOMIDE	4Z8R6ORS6L
1485	THIOGUANINE	FTK8U1GZNX
1486	TIOTROPIUM	0EB439235F
1487	TOLAZAMIDE	9LT1BRO48Q
1488	TOLCAPONE	CIF6334OLY
1489	TOLVAPTAN	21G72T1950
1490	TOPIRAMATE	0H73WJJ391
1491	TOPOTECAN	7M7YKX2N15
1492	TOREMIFENE	7NFE54O27T
1493	TORSEMIDE	W31X2H97FB
1494	TRANDOLAPRILAT	RR6866VL0O
1495	TRANEXAMIC ACID	6T84R30KC1
1496	TRAVOPROST	WJ68R08KX9
1497	ISOTRETINOIN	EH28UP18IF
1498	TRIAMTERENE	WS821Z52LQ
1499	TRIAZOLAM	1HM943223R
1500	TRICHLORMETHIAZIDE	Q58C92TUN0
1501	TRIHEXYPHENIDYL	6RC5V8B7PO
1503	TROPICAMIDE	N0A3Z5XTC6
1504	VALRUBICIN	2C6NUM6878
1505	VANCOMYCIN	6Q205EH1VU
1506	VARENICLINE	W6HS99O8ZO
1507	VECURONIUM	5438723848
1508	VERAPAMIL	CJ0O37KU29
1509	VIGABATRIN	GR120KRT6K
1510	ZAFIRLUKAST	XZ629S5L50
1511	ZALEPLON	S62U433RMH
1512	ZANAMIVIR	L6O3XI777I
1513	ZIDOVUDINE	4B9XT59T7S
1514	ZILEUTON	V1L22WVE2S
1515	ZOLMITRIPTAN	2FS66TH3YW
1516	ZONISAMIDE	459384H98V
1517	ABARELIX	W486SJ5824
1518	ALVIMOPAN	677C126AET
1519	ANIDULAFUNGIN	9HLM53094I
1520	BEPOTASTINE	HYD2U48IAS
1521	BUTORPHANOL	QV897JC36D
1522	CETRORELIX	OON1HFZ4BA
1523	CLEVIDIPINE	19O2GP3B7Q
1524	CLONAZEPAM	5PE9FDE8GB
1525	CYANOCOBALAMIN	P6YC3EG204
1526	CYCLOSPORINE	83HN0GTJ6D
1527	DIFENOXIN HYDROCHLORIDE	VQZ63K01IW
1528	DRONABINOL	7J8897W37S
1529	ERTAPENEM	G32F6EID2H
1530	ETHCHLORVYNOL	6EIM3851UZ
1531	ETRAVIRINE	0C50HW4FO1
1532	FLUTICASONE FUROATE	JS86977WNV
1533	HALAZEPAM	320YC168LF
1534	IXABEPILONE	K27005NP0A
1535	LACOSAMIDE	563KS2PQY5
1536	MAZINDOL	C56709M5NH
1537	MEPERIDINE	9E338QE28F
1538	METHADONE	UC6VBE7V1Z
1539	MICAFUNGIN	R10H71BSWG
1540	OXANDROLONE	7H6TM3CT4L
1541	OXYMORPHONE	9VXA968E0C
1542	PHENDIMETRAZINE	AB2794W8KV
1543	PHENPROCOUMON	Q08SIO485D
1544	QUAZEPAM	JF8V0828ZI
1545	REGADENOSON ANHYDROUS	7AXV542LZ4
1546	RETAPAMULIN	4MG6O8991R
1547	SILODOSIN	CUZ39LUY82
1549	MENADIONE	723JX6CXY5
1550	NITROFURAZONE	X8XI70B5Z6
1551	CORTISONE	V27W9254FZ
1552	DIETHYLSTILBESTROL	731DCA35BT
1553	ANISINDIONE	S747T1ERAJ
1555	AVOBENZONE	G63QQF2NOX
1556	BACAMPICILLIN	8GM2J22278
1557	BENTIROMIDE	239IF5W61J
1558	BENZOIC ACID	8SKN0B0MIM
1559	BENZONATATE	5P4DHS6ENR
1560	BENZTHIAZIDE	1TD8J48L61
1561	BUCLIZINE	0C94V6X681
1562	CARPHENAZINE	CLY16Y8Z7E
1563	CARPROFEN	FFL0D546HO
1564	CEFPROZIL	4W0459ZA4V
1565	CERIVASTATIN SODIUM	6Q18G1060S
1566	CHLOPHEDIANOL	42C50P12AP
1567	CHLORMEZANONE	GP568V9G19
1568	CHLOROPROCAINE	5YVB0POT2H
1569	CHLOROTRIANISENE	6V5034L121
1570	CHLORPROPAMIDE	WTM2C3IL2X
1571	CHLORZOXAZONE	H0DE420U8G
1572	CILASTATIN	141A6AMN38
1573	CLIDINIUM	BO76JF850N
1574	CLOFAZIMINE	D959AE5USF
1576	CYCLACILLIN	72ZJ154X86
1577	CYCLOPENTOLATE	I76F4SHP7J
1578	CYSTEINE	K848JZ4886
1580	DESERPIDINE	9016E3VB47
1581	DESLANOSIDE	YGY317RK75
1582	DESOXIMETASONE	4E07GXB7AU
1583	DEXTROTHYROXINE	4W9K63FION
1584	DICUMAROL	7QID3E7BG7
1586	DIPHENYLPYRALINE	33361OE3AV
1588	DROSPIRENONE	N295J34A25
1589	DYPHYLLINE	263T0E9RR9
1590	ENFLURANE	91I69L5AY5
1591	ENOXACIN	325OGW249P
1592	ERGOLOIDS	34HPE9Z8IP
1593	ETHYLESTRENOL	ADC79EK5Q8
1594	ETIDOCAINE	I6CQM0F31V
1595	ETRETINATE	65M2UDR9AG
1596	FLUOXYMESTERONE	9JU12S4YFY
1597	FLUPREDNISOLONE	9H05937G3X
1599	FOLIC ACID	935E97BOY8
1600	GLUTETHIMIDE MONOHYDRATE	8C221G270E
1602	GREPAFLOXACIN	L1M1U2HC31
1603	GUANABENZ	GGD30112WC
1604	HALCINONIDE	SI86V6QNEG
1605	HALOTHANE	UQT9G45D1P
1606	HEXACHLOROPHENE	IWW5FV6NK2
1607	ISOFLURANE	CYS9AKD70P
1609	LEVOBUNOLOL	G6317AOI7K
1611	LINDANE	59NEE7PCAB
1612	LOPINAVIR	2494G1JF75
1614	MEDRYSONE	D2UFC189XF
1615	MEPREDNISONE	67U96J8P35
1616	MEPROBAMATE	9I7LNY769Q
1617	MEQUINOL	6HT8U7K3AM
1618	MESTRANOL	B2V233XGE7
1619	METHACHOLINE	03V657ZD3V
1620	METHARBITAL	02OS7K758T
1623	NAFCILLIN	4CNZ27M7RV
1624	NORELGESTROMIN	R0TAY3X631
1625	NORETHYNODREL	88181ACA0M
1626	NORGESTIMATE	C291HFX4DY
1627	OXACILLIN	UH95VD7V76
1628	OXIGLUTATIONE DISODIUM	GY131TX61G
1629	OXYPHENCYCLIMINE	4V44H1O8XI
1630	PARAMETHADIONE	Z615FRW64N
1631	PARAMETHASONE ACETATE	8X50N88ZDP
1633	PHENACEMIDE	PAI7J52V09
1634	PHENINDIONE	5M7Y6274ZE
1635	PROPYLTHIOURACIL	721M9407IY
1636	RESCINNAMINE	Q6W1F7DJ2D
1637	RESERPINE	8B1QWR724A
1638	ROFECOXIB	0QTW8Z7MCR
1640	SINCALIDE	M03GIQ7Z6P
1641	SULFADOXINE	88463U4SM5
1642	SULFAMERAZINE	UR1SAB295F
1643	SULFAMETHIZOLE	25W8454H16
1644	SULFAMETHOXAZOLE	JE42381TNV
1645	SULFANILAMIDE	21240MF57M
1646	SULFAPHENAZOLE	0J8L4V3F81
1647	SUPROFEN	988GU2F9PE
1648	TAZOBACTAM	SE10G96M8W
1649	TENIPOSIDE	957E6438QA
1650	TESTOLACTONE	6J9BLA949Q
1651	TETRAHYDROZOLINE	S9U025Y077
1652	THIABENDAZOLE	N1Q45E87DT
1653	THIOPENTAL	JI8Z5M7NA3
1654	TICARCILLIN	F93UJX4SWT
1655	TOLAZOLINE	CHH9H12AQ3
1656	TRIMETHADIONE	R7GV3H6FQ4
1657	TROGLITAZONE	I66ZZ0ZN0E
1658	TROLEANDOMYCIN	C4DZ64560D
1659	VALDECOXIB	2919279Q3W
1660	ZALCITABINE	6L3XT8CB3I
1661	BENZQUINAMIDE	0475EA27Q3
1662	BUTALBITAL	KHS0AZ4JVK
1663	DEZOCINE	VHX8K5SV4X
1664	DROMOSTANOLONE	7DR7H00HDT
1665	ETHINAMATE	IAN371PP48
1666	METHYPRYLON	CUT48I42ON
1667	NAFARELIN	1X0094V6JV
1669	PENTOLINIUM	ULL76WPU5X
1670	PENTOSAN POLYSULFATE	F59P8B75R4
1671	PORFIMER	M15H03K69B
1672	SULFACYTINE	T795873AJP
1673	TALBUTAL	4YIR8202AX
1675	CARGLUMIC ACID	5L0HB4V1EW
1676	OMACETAXINE	84MI6OYN4Z
1677	DIBUCAINE	L6JW2TJG99
1680	CAFFEINE	3G6A5W338E
1681	COLCHICINE	SML2Y3J35T
1682	INDOCYANINE GREEN ACID FORM	C4V974V932
1683	MALATHION	U5N7SU872W
1685	NITROGLYCERIN	G59M7S0WS3
1686	ETHOXZOLAMIDE	Z52H4811WX
1687	GLUCONOLACTONE	WQ29KQ9POT
1689	LAZABEMIDE	420HD787N9
1692	OMAPATRILAT	36NLI90E7T
1693	SEOCALCITOL	Q0OZ0D9223
1694	TIPIFARNIB	MAT637500A
1695	XYLITOL	VCQ006KQ1E
1696	UNDECYLENIC ACID	K3D86KJ24N
1698	ASPARTIC ACID	30KYC7MIAI
1699	PHENOLPHTHALEIN	6QK969R2IF
1700	PREGNENOLONE	73R90F7MQ8
1701	ALANINE	OF5P57N2ZX
1705	SULFATHIAZOLE	Y7FKS2XWQH
1706	ACONITINE	X8YN71D5WC
1707	ASTEMIZOLE	7HU6337315
1711	ARTESUNATE	60W3249T9M
1713	BENZOCAINE	U3RSY48JW5
1714	CYCLANDELATE	4139O1OAY2
1716	LEVOMENTHOL	BZ1R15MTK7
1717	MEPHOBARBITAL	5NC67NU76B
1718	METHOXYFLURANE	30905R8O7B
1720	SALSALATE	V9MO595C9I
1722	TRYPTOPHAN	8DUH1N11BX
1726	ZOPICLONE	03A5ORL08Q
1727	AMOBARBITAL	GWH6IJ239E
1728	BROMAZEPAM	X015L14V0O
1729	GENISTEIN	DH2M523P0H
1730	LEVAMFETAMINE SULFATE	Q0108737R7
1731	LOBELINE	D0P25S3P81
1732	PYRIDOXAL PHOSPHATE	5V5IOJ8338
1734	ADENINE	JAC85A2161
1736	BITHIONOLATE SODIUM	66V0139H9A
1738	COCAINE	I5Y540LHVR
1740	DIHYDROTACHYSTEROL	R5LM3H112R
1741	ELLAGIC ACID	19YRN3ZS9P
1742	ENCAINIDE HYDROCHLORIDE	4CH7J36N9S
1743	EUCALYPTOL	RV6J6604TK
1745	INOSINE	5A614L51CT
1747	ISOMETHEPTENE	Y7L24THH6T
1748	ISOPENTYL NITRITE	5N0U5TUC9Z
1749	METHIONINE	AE28F7PNPL
1750	CAPRYLIC ACID	OBL58JN025
1754	OXOGLURIC ACID	8ID597Z82X
1756	PHENACETIN	ER0CTH01H9
1757	PHENYLALANINE	47E5O17Y3R
1759	SULFAMETHAZINE	48U51W007F
1760	TERFENADINE	7BA5G9Y06Q
1761	THREONINE, DL-	TFM6DU5S6A
1762	APROBARBITAL	Q0YKG9L6RF
1769	ZUCLOPENTHIXOL	47ISU063SG
1773	TACALCITOL	C2W72OJ5ZU
1776	ROXATIDINE	IV9VHT3YUM
1777	ACENOCOUMAROL	I6WP63U32H
1778	ALFACALCIDOL	URQ2517572
1779	AMISULPRIDE	8110R61I4U
1780	ANIRACETAM	5L16LKN964
1782	BAMBUTEROL	Y1850G1OVC
1783	BERAPROST	35E3NJJ4O6
1784	BETAHISTINE	X32KK4201D
1785	BEZAFIBRATE	Y9449Q51XH
1786	BIFONAZOLE	QYJ305Z91O
1787	BLONANSERIN	AQ316B4F8C
1788	BOPINDOLOL	KT304VZO57
1790	CAMOSTAT	0FD207WKDU
1794	CARBOCYSTEINE	740J2QX53R
1795	CHOLIC ACID	G1JO7801AE
1796	CILNIDIPINE	97T5AZ1JIP
1797	CINNARIZINE	3DI2E1X18L
1798	CIPROFIBRATE	F8252JGO9S
1799	CYPROTERONE ACETATE	4KM2BN5JHF
1800	DENOPAMINE	V5F60UPD8P
1801	ENOXIMONE	C7Z4ITI7L7
1802	ETORICOXIB	WRX4NFY03R
1803	FASUDIL	Q0CH43PGXS
1804	FUMAGILLIN	7OW73204U1
1805	GLICLAZIDE	G4PX8C4HKV
1806	GLIQUIDONE	C7C2QDD75P
1807	IBUDILAST	M0TTH61XC5
1808	IFENPRODIL	R8OE3P6O5S
1809	IMIDAPRIL	BW7H1TJS22
1810	IVABRADINE	3H48L0LPZQ
1812	LISURIDE	E0QN3D755O
1813	LORNOXICAM	ER09126G7A
1814	LUMIRACOXIB	V91T9204HU
1815	MAXACALCITOL	N2UJM5NBF6
1817	MINODRONIC ACID	40SGR63TGL
1819	MOCLOBEMIDE	PJ0Y7AZB63
1820	NICERGOLINE	JCV8365FWN
1821	NICORANDIL	260456HAM0
