compound_id	compound_name	compound_unii
1822	NILVADIPINE	0214FUT37J
1823	NIMESULIDE	V4TKW1454M
1824	NITRENDIPINE	9B627AW319
1826	PEROSPIRONE	N303OK87DT
1827	PIPAMPERONE	5402501F0W
1829	PIRACETAM	ZH516LNZ10
1830	PIRETANIDE	DQ6KK6GV93
1831	PIZOTYLINE	0BY8440V3N
1832	PROGLUMIDE	EPL8W5565D
1833	RALTITREXED	FCB9EGG971
1834	RAMATROBAN	P1ALI72U6C
1835	RAMOSETRON	7ZRO0SC54Y
1836	REBAMIPIDE	LR583V32ZR
1838	SARPOGRELATE	19P708E787
1839	SERTINDOLE	GVV4Z879SP
1841	SULPIRIDE	7MNE9M8287
1842	TALTIRELIN	DOZ62MV6A5
1843	TAMIBAROTENE	08V52GZ3H9
1844	TENOXICAM	Z1R9N0A399
1845	TERGURIDE	21OJT43Q88
1846	TERLIPRESSIN	7Z5X49W53P
1847	THIAMPHENICOL	FLQ7571NPM
1848	TIAPROFENIC ACID	1LS1T6R34C
1849	TOLFENAMIC ACID	3G943U18KM
1850	TRABECTEDIN	ID0YZQ2TCP
1851	TRANILAST	HVF50SMY6E
1853	UBENIMEX	I0J33N5627
1854	VOGLIBOSE	S77P977AG8
1855	ZOFENOPRIL	290ZY759PI
1856	ZOTEPINE	U29O83JAZW
1857	CLOTIAZEPAM	ZCN055599V
1858	FELBINAC	94WNJ5U8L7
1859	MOXONIDINE	CC6X0L40GW
1860	MOZAVAPTAN	17OJ42922Y
1861	FENFLURAMINE HYDROCHLORIDE	3KC089243P
1862	IMEXON	8F63U28T2V
1863	PATUPILONE	UEC0H0URSE
1864	ROLIPRAM	K676NL63N7
1866	AJMALINE	1PON08459R
1872	ARUNDIC ACID	F2628ZD0FO
1874	BROPIRIMINE	J57CTF25XJ
1875	DILAZEP	F8KLC2BD5Z
1876	DIMETHINDENE	661FH77Z3P
1877	DOTHIEPIN, Z-	CZ377VWX9P
1879	FIDARESTAT	8SH8T1164U
1880	FLUFENAMIC ACID	60GCX7Y6BH
1882	HEXOBARBITAL	AL8Z8K3P6S
1883	ISOTHIPENDYL	WVZ7K9P0JY
1884	ISRAPAFANT	O3MCV749SW
1888	PERICIAZINE	3405M6FD73
1889	PRANAZEPIDE	10TO0RP68C
1890	RIMONABANT	RML78EN3XE
1891	SULFALENE	T6BL4ZC15G
1892	THIOPROPERAZINE	YJ050AQ56X
1893	URACIL	56HH86ZVCT
1896	ARIMOCLOMOL	EUT3557RT5
1897	BOLDENONE	5H7I2IP58X
1899	FLUDIAZEPAM	7F64A2K16Z
1900	FLUNITRAZEPAM	620X0222FQ
1902	SULTHIAME	I00Q766CZ2
1903	THIOCTIC ACID	73Y7P0K73Y
1904	HUPERZINE A	0111871I23
1908	CHOLESTEROL	97C5T2UQ7J
1909	CINNAMALDEHYDE	SR60A3XG0F
1913	IMIDACLOPRID	3BN7M937V8
1918	MALIC ACID	817L1N4CKP
1920	XYLOSE	A1TA934AKO
1921	PAPAVERINE	DAA13NKG2Q
1922	PARA-CRESOL	1MXY2UM8NV
1924	QUERCETIN DIHYDRATE	53B03V78A6
1925	STRYCHNINE	H9Y79VD43J
1930	PHENYLETHYL ALCOHOL	ML9LGA7468
1931	MELATONIN	JL5DK93RCL
1933	BERBERINE	0I8Y3P32UF
1935	COUMARIN	A4VZ22K1WT
1936	GERANIOL	L837108USY
1938	γ-AMINOBUTYRIC ACID	2ACZ6IPC6I
1941	SULFOBROMOPHTHALEIN	0C2P5QKL36
1943	BUTETHAL	OHZ8QAW6YC
1945	DIENOGEST	46M3EV8HHE
1948	DALFAMPRIDINE	BH3B64OKL9
1949	DABIGATRAN	I0VM4M70GC
1950	SUCRALFATE	XX73205DH5
1956	CARBENICILLIN	G42ZU72N5G
1958	NACYSTELYN	8G1KV0RT1P
1960	PENICILLIN G	Q42T66VG0C
1961	OXYTETRACYCLINE ANHYDROUS	SLF0D9077S
1962	IOTHALAMIC ACID	16CHD79MIX
1966	DACARBAZINE	7GR28W0FJI
1967	DEFEROXAMINE	J06Y7MXW4D
1968	EPIRUBICIN	3Z8479ZZ5X
1970	MECHLORETHAMINE	50D9XSG0VR
1971	TRIENTINE	SJ76Y07H5F
1972	ALATROFLOXACIN MESYLATE	2IXX802851
1974	ARTICAINE	D3SQ406G9X
1975	BENDAMUSTINE	9266D9P3PQ
1976	BUTOCONAZOLE	0Q771797PH
1977	CARBOPLATIN	BG3F62OND5
1978	DICLOXACILLIN	COF19H7WBK
1979	MINOCYCLINE HYDROCHLORIDE	0020414E5U
1980	OXALIPLATIN	04ZR38536J
1981	PEMIROLAST	2C09NV773M
1982	DEACETYLBISACODYL	R09078E41Y
1983	PRIMAQUINE	MVR3634GX1
1984	PROCARBAZINE	35S93Y190K
1985	SULCONAZOLE	5D9HAA5Q5S
1986	VIDARABINE	FA2DM6879K
1987	MERSALYL	5X1IO031V8
1988	ACETRIZOIC ACID	24256BQV7M
1989	AMODIAQUINE	220236ED28
1990	CHLORTETRACYCLINE	WCK1KIQ23Q
1991	ETHANOLAMINE OLEATE	U4RY8MRX7C
1992	EVANS BLUE FREE ACID	D56DN867MV
1993	GENTIAN VIOLET CATION	3GVJ31T6YY
1995	MEFLOQUINE	TML814419R
1996	METHACYCLINE	IR235I7C5P
1997	PENICILLAMINE	GNN1DV99GX
1999	PYRVINIUM	6B9991FLU3
2000	RAPACURONIUM BROMIDE	65Q4QDG4KC
2003	TRIMETHOBENZAMIDE HYDROCHLORIDE	WDQ5P1SX7Q
2004	TYROPANIC ACID	4F05V145YR
2005	VIOMYCIN	YVU35998K5
2006	CEPHALOGLYCIN ANHYDROUS	HD2D469W6U
2009	MANGAFODIPIR	N02W67RKJS
2010	TRICLOFOS	J712EO9048
2014	TILARGININE	27JT06E6GR
2015	CEFMATILEN	T750UM24H8
2016	EXATECAN	OC71PP0F89
2021	CHLOROBUTANOL	HM4YQM8WRC
2023	CITICOLINE	536BQ2JVC7
2025	CARAMIPHEN	97J7NP0XJY
2026	CETALKONIUM	FHG725432Z
2030	DENATONIUM	4IK22DF4OU
2034	DOMIPHEN	4AZL56CU0F
2035	ENZACAMENE	8I3XWY40L9
2039	METHOXYPHENAMINE	J3Z5SRI26Z
2041	PHENYLTOLOXAMINE	K65LB6598J
2045	TILETAMINE	2YFC543249
2046	TOLONIUM	P3Y6XJA2D1
2047	BORNELONE	LU86E5P72A
2050	COPPER SODIUM CHLOROPHYLLIN	1D276TYV9O
2056	ZOLAZEPAM	G1R474U58U
2058	CLOMETHIAZOLE	0C5DBZ19HV
2059	MEBEVERINE	7F80CC3NNV
2063	FAROPENEM	F52Y83BGH3
2064	AMBROXOL	200168S0CL
2068	BENZYDAMINE	4O21U048EF
2069	BROMHEXINE	Q1J152VB1P
2070	BUNAZOSIN	9UUW4V7G2H
2071	CARUMONAM	486890PI06
2072	CEFCAPENE	4D5D3422MW
2074	CETRAXATE	5VPA8CPF0N
2075	FLOMOXEF	V9E5U5XF42
2076	FLUTROPIUM	TA73FX29II
2077	LACTITOL	L2B0WJF7ZY
2078	LOBENZARIT	915EE91P39
2079	MELPERONE	J8WA3K39B7
2080	MEPTAZINOL	18Y7S5JKZD
2081	NEDAPLATIN	8UQ3W6JXAN
2082	NEFOPAM	4UP8060B7J
2083	NIMUSTINE	0S726V972K
2085	PHENETICILLIN	EFA30X554H
2086	PINAVERIUM	U2368VVE7O
2091	PYRANTEL	4QIH0N49E7
2093	TOSUFLOXACIN	GHJ553KQPS
2094	TRIMEBUTINE	QZ1OJ92E5R
2095	TULOBUTEROL	591I9SU0F7
2096	AMEZINIUM	T4VA39MO9X
2098	DISTIGMINE	T940307O7B
2103	NEMORUBICIN	7618O47BQM
2106	AMFENAC	28O5C1J38A
2107	AMINOPHENAZONE	01704YP3MO
2109	ANCITABINE	DO2D32W0VC
2110	BAMETHAN	Y08ZFJ9TFK
2111	BEVONIUM	34B0471E08
2112	BIFEMELANE	Z4501GN13G
2113	CAMYLOFIN	340B6Q764V
2115	CLEBOPRIDE	I0A84520Y9
2116	CLEMIZOLE	T97CB3796L
2117	CLOBENZOREX	4A5352XI2A
2126	ETAFENONE	0I14K589E7
2127	ETHAMSYLATE	24YL531VOH
2128	ETHOHEPTAZINE	3A4G3A848U
2129	FURSULTIAMINE	05J61265PX
2132	ITASETRON	00S0D0OEKR
2134	LIAROZOLE	K0Q29TGV9Y
2136	MECYSTEINE	RQ6L463N3B
2137	MEDAZEPAM	P0J3387W3S
2138	METHAQUALONE	7ZKH8MQW6T
2145	OXYFEDRINE	DWL616XF1K
2147	PRIDINOL	9E75Q6SUUB
2148	PRIFINIUM	3C7TTK1K7K
2149	PROSULTIAMINE	UI32MM3XE3
2150	PYRITINOL	AK5Q5FZH2R
2151	ROBENIDINE	4888ME6C4E
2152	SPARTEINE	298897D62S
2154	TERODILINE	70KG06964W
2155	TIMEPIDIUM	C1WS2XH3K4
2157	TRAMAZOLINE	SLE31693IV
2158	TROCLOSENE	PHR838Y52L
2160	XALIPRODEN	V8QL94KNQO
2162	BENCYCLANE	6I97Z6S135
2164	CLOCAPRAMINE	6EEL1GB72K
2166	DIMETHISTERONE ANHYDROUS	OIC9M646C5
2169	ETAFEDRINE	2Y6VQU63E8
2172	MELARSOMINE	374GJ0S41A
2174	OTERACIL	5VT6420TIG
2175	PIPRADROL HYDROCHLORIDE	F6E46VR9Y2
2176	PIRLIMYCIN	LM19JT6G5K
2177	PIROHEPTINE	AR6Y753ARL
2179	TIARAMIDE	BB17WGM686
2180	TIEMONIUM	5Y5LZ9A0KV
2182	ZOSUQUIDAR	AB5K82X98Y
2188	INDIGOTINDISULFONIC ACID	X7OI7JF73P
2190	PHENYLMERCURIC ACETATE	OSX88361UX
2191	UNITHIOL	690VN2L7TK
2194	DIHYDROERGOCORNINE	IK4C1OC8NE
2196	TRICAINE	02591PHL19
2197	PHLOROGLUCINOL	DHD7FFG6YS
2198	CEFOSELIS SULFATE	6EY42207VS
2205	HYDRASTINE	8890V3217X
2210	VALETHAMATE	D64S64QVX7
2215	DEXAMETHASONE	7S5I7G3JQL
2216	AMPRENAVIR	5S0W860XNR
2217	ALPROSTADIL	F5TD010360
2218	METFORMIN	9100L32L2N
2219	CIDOFOVIR ANHYDROUS	768M1V522C
2219	CIDOFOVIR	JIL713Q00N
2220	BETAMETHASONE	9842X06Q6M
2221	ERYTHROMYCIN	63937KV33D
2222	CHLORAMPHENICOL	66974FR9Q1
2223	LACTIC ACID, DL-	3B8D35Y7S4
2224	THEOPHYLLINE ANHYDROUS	0I55128JYK
2225	AMPICILLIN	7C782967RD
2227	DICLOFENAC	144O8QL0L1
2228	ACYCLOVIR	X4HES1O11F
2229	MYCOPHENOLIC ACID	HU9DX48N0T
2230	CHLORPHENIRAMINE	3U6IO1965U
2231	AZITHROMYCIN ANHYDROUS	J2KLZ20U1M
2232	CEFUROXIME	O1R9FJ93ED
2233	PENCICLOVIR	359HUE8FJC
2234	BUPROPION MALEATE	26NV8NXO4A
2235	PSEUDOEPHEDRINE	7CUC9DDI9F
2236	CEPHALEXIN ANHYDROUS	5SFF1W6677
2237	ASCORBIC ACID	PQ6CK8PD0R
2239	PHENYLPROPANOLAMINE BITARTRATE	B48FTC099P
2240	BETAXOLOL	O0ZR1R6RZ2
2241	PANTOPRAZOLE	D8TST4O562
2242	ASENAPINE	JKZ19V908O
2243	CALCIFEDIOL ANHYDROUS	T0WXW8F54E
2244	CEFADROXIL ANHYDROUS	Q525PA8JJB
2245	FLAVOXATE	3E74Y80MEY
2246	LORACARBEF ANHYDROUS	W72I5ZT78Z
2247	ROPIVACAINE	7IO5LYA57N
2248	PROCAINE	4Z8Y51M438
2249	VALPROIC ACID	614OI1Z5WI
2251	PROCHLORPERAZINE	YHP6YLT61T
2252	AMLODIPINE	1J444QC288
2253	FENTANYL	UF599785JZ
2254	METOPROLOL	GEB06NHM23
2255	TETRACYCLINE	F8VB5M810T
2256	EPINEPHRINE	YKH834O4BH
2257	FLURBIPROFEN	5GRO578KLP
2258	ATROPINE	7C0697DR9I
2259	CALCIPOTRIENE	143NQ3779B
2260	CHLORPROMAZINE	U42B7VYA4P
2261	CIPROFLOXACIN	5E8K9I0O4U
2262	INDOMETHACIN	XXE1CET956
2264	OMEPRAZOLE	KG60484QX9
2266	NICOTINE	6M3C89ZY6R
2267	TIMOLOL ANHYDROUS	5JKY92S7BR
2268	WARFARIN	5Q7ZVV76EI
2269	ZIPRASIDONE	6UKA5VEJ6X
2270	ALLOPURINOL	63CZ7GJN5I
2271	BUPRENORPHINE	40D3SCR4GZ
2273	CHLORDIAZEPOXIDE	6RZ6XEZ3CR
2274	CHLOROQUINE SULFATE	OE48649K6N
2275	CLONIDINE	MN3L5RMN02
2276	DILTIAZEM	EE92BBP03H
2277	LIDOCAINE	98PI200987
2278	MUPIROCIN	D0GX863OA5
2279	NALOXONE	36B82AMQ7N
2280	NAPROXEN	57Y76R9ATQ
2281	NARATRIPTAN	QX3KXL1ZA2
2282	ONDANSETRON	4AF302ESOS
2283	ORPHENADRINE	AL805O9OG9
2284	OXYCODONE	CD35PMG570
2285	PENTAZOCINE	RP4A60D26L
2286	RIVASTIGMINE	PKI06M3IW0
2287	SAQUINAVIR	L3JE09KZ2F
2288	SELEGILINE	2K1V7GP655
2289	SUMATRIPTAN	8R78F6L9VO
2290	TERBINAFINE	G7RIW8S0XP
2291	THIORIDAZINE HYDROCHLORIDE	4WCI67NK8M
2292	THIOTHIXENE	7318FJ13YJ
2293	VINORELBINE	Q6C979R91Y
2294	DESVENLAFAXINE	NG99554ANW
2295	DAUNORUBICIN	ZS7284E0ZP
2296	ISOETHARINE	YV0SN3276Q
2297	ISOPROTERENOL	L628TT009W
2298	METHYLPHENIDATE	207ZZ9QZ49
2299	SULFACETAMIDE	4965G3J0F5
2300	THIAMINE ION	4ABT0J945J
2301	THIETHYLPERAZINE	8ETK1WAF6R
2302	TRIFLUPROMAZINE	RO16TQF95Y
2303	ANILERIDINE	71Q1A3O279
2304	PENTOBARBITAL CALCIUM	66V4W08X7J
2305	MORPHINE	76I7G6D29C
2306	ASPIRIN	R16CO5Y76E
2307	SAPROPTERIN	EGX657432I
2309	ATORVASTATIN	A0JWA85V8F
2310	CLOPIDOGREL	A74586SNO7
2311	ABACAVIR	WR2TIP26VS
2312	CEFAMANDOLE	5CKP8C2LLI
2314	ATAZANAVIR	QZU4H47A3S
2315	CARBIDOPA	MNX7R8C5VO
2316	CEFAZOLIN	IHS69L0Y4T
2317	CEFTIZOXIME	C43C467DPE
2318	CITALOPRAM	0DHU5B8D6V
2319	DESMOPRESSIN	ENR1LLB0FP
2320	DICYCLOMINE HYDROCHLORIDE	CQ903KQA31
2321	DOLASETRON	82WI2L7Q6E
2322	FROVATRIPTAN	H82Q2D5WA7
2323	GATIFLOXACIN ANHYDROUS	81485Y3A9A
2324	GUANETHIDINE MONOSULFATE	5UBY8Y002G
2325	IBANDRONIC ACID	UMD7G2653W
2326	KETOROLAC	YZI5105V0L
2327	LEVOFLOXACIN ANHYDROUS	RIX4E89Y14
2328	METARAMINOL	818U2PZ2EH
2329	RASAGILINE	003N66TS6T
2330	STREPTOMYCIN	Y45QSO73OB
2331	TACROLIMUS	WM0HAQ4WNM
2332	TOLTERODINE	WHE7A56U7K
2333	TRANYLCYPROMINE	3E3V44J4Z9
2334	VINBLASTINE	5V9KLZ54CY
2335	ZOLEDRONIC ACID	6XC1PAD3KF
2337	REMIFENTANIL	P10582JYYK
2338	ANTAZOLINE	DHA8014SS1
2339	ARGININE	94ZLA3W45F
2340	IMIPENEM ANHYDROUS	Q20IM7HE75
2341	METAPROTERENOL	53QOG569E0
2342	PROPARACAINE	B4OB0JHI1X
2343	PYRILAMINE	HPE317O9TL
2344	TUBOCURARINE	W9YXS298BM
2346	DEXMETHYLPHENIDATE	M32RH9MFGP
2347	FOSFOMYCIN	2N81MY12TE
2348	TOLMETIN	D8K2JPN18B
2349	LOSARTAN	JMS50MPO89
2350	BUTENAFINE	91Y494NL0X
2351	ACAMPROSATE	N4K14YGM3J
2352	ACEBUTOLOL	67P356D8GH
2353	ALENDRONIC ACID	X1J18R4W8P
2354	ALFENTANIL	1N74HM2BS7
2355	ALFUZOSIN	90347YTW5F
2356	ALISKIREN	502FWN4Q32
2357	ALMOTRIPTAN	1O4XL5SN61
2358	ALOSETRON HYDROCHLORIDE	2F5R1A46YW
2359	AMINOLEVULINIC ACID	88755TAZ87
2360	AMIODARONE	N3RQ532IUT
2361	AMOXICILLIN ANHYDROUS	9EM05410Q9
2362	ANAGRELIDE	K9X45X0051
2363	ARGATROBAN ANHYDROUS	OCY3U280Y3
2364	ATOMOXETINE	ASW034S0B8
2365	AZELASTINE	ZQI909440X
2366	BALSALAZIDE	P80AL8J7ZP
2367	BENAZEPRIL	UDM7Q7QWP8
2368	BEPRIDIL	755BO701MA
2370	BROMFENAC SODIUM	8ECV571Y37
2371	BROMOCRIPTINE	3A64E3G5ZO
2372	CARBINOXAMINE FUMARATE	1E9GVB07FW
2373	CARBOPROST	7B5032XT6O
2374	CARTEOLOL	8NF31401XG
2375	CEFACLOR ANHYDROUS	3Z6FS3IK0K
2376	CEFDINIR	CI0FAO63WC
2377	CEFIXIME	97I1C92E55
2378	CEFMENOXIME	KBZ4844CXN
2379	CEFMETAZOLE	3J962UJT8H
2380	CEFORANIDE	8M1YF8951V
2381	CEFPODOXIME	7R4F94TVGY
2383	CEPHALOTHIN	R72LW146E6
2384	CEPHRADINE ANHYDROUS	9YA6SX5S4D
2385	CETIRIZINE	YO7261ME24
2386	CEVIMELINE	K9V0CDQ56E
2387	CISAPRIDE MONOHYDRATE	VZV0A4I38W
2388	CROMOLYN	Y0TK0FS77W
2389	CYCLIZINE	QRW9FCR9P2
2390	CYCLOBENZAPRINE	69O5WQQ5TI
2391	DARUNAVIR	YO603Y8113
2392	DELAVIRDINE	DOL5F9JD3E
2393	DESIPRAMINE	TG537D343B
2394	DIFLUNISAL	7C546U4DEN
2395	DIHYDROERGOTAMINE	436O5HM03C
2396	DIPHENIDOL	NQO8R319LY
2397	DOBUTAMINE	3S12J47372
2398	DONEPEZIL	8SSC91326P
2399	DORZOLAMIDE	9JDX055TW1
2400	DOXAZOSIN	NW1291F1W8
2401	DRONEDARONE	JQZ1L091Y2
2402	ECONAZOLE	6Z1Y2V4A7M
2403	ELETRIPTAN	22QOO9B8KI
2404	EMEDASTINE	9J1H7Y9OJV
2405	EPINASTINE	Q13WX941EF
2406	EPOPROSTENOL	DCR9Z582X0
2407	ETOMIDATE	Z22628B598
2408	FENOLDOPAM	INU8H2KAWG
2409	FEXOFENADINE	E6582LOH6V
2410	FLUOXETINE	01K63SUP8D
2411	FLURAZEPAM	IHP475989U
2412	FLUVASTATIN	4L066368AS
2413	FOSCARNET	364P9RVW4X
2414	GALANTAMINE	0D3Q044KCA
2415	GEMIFLOXACIN	OKR68Y0E4T
2416	GLYCOPYRRONIUM	A14FB57V1D
2417	GUANFACINE	30OMY4G3MK
2418	HISTAMINE	820484N8I3
2419	IDARUBICIN	ZRP63D75JW
2420	IMATINIB	BKJ8M8G5HI
2421	IPRATROPIUM	GR88G0I6UL
2422	IRBESARTAN	J0E2756Z7N
2423	IRINOTECAN	7673326042
2424	LAPATINIB	0VUA21238F
2425	LATAMOXEF	VUF6C936Z3
2426	LEUPROLIDE	EFY6W0M8TG
2427	LEVORPHANOL	27618J1N2X
2428	LINCOMYCIN	BOD072YW0F
2429	LIOTHYRONINE	06LU7C9H1V
2431	LOMEFLOXACIN	L6BR2WJD8V
2432	LOPERAMIDE	6X9OC3H4II
2433	MECAMYLAMINE	6EE945D3OK
2434	MEPENZOLATE	ONW3LB39P7
2435	MERCAPTOPURINE ANHYDROUS	PKK6MUZ20G
2439	METHYL ANISOTROPINIUM	704G17JK68
2440	METHYSERGIDE	XZA9HY6Z98
2441	METIPRANOLOL HYDROCHLORIDE	FBW237ALKD
2442	METOLAZONE	TZ7V40X7VX
2443	METYRAPONE	ZS9KD92H6V
2444	MEZLOCILLIN	OH2O403D1G
2445	MIDAZOLAM	R60L0SM5BC
2446	MITOXANTRONE	BZ114NVM5P
2447	MIVACURIUM	77D66S9Q93
2449	MOLINDONE	RT3Y3QMF8N
2450	MONTELUKAST	MHM278SD3E
2451	MOXIFLOXACIN	U188XYD42P
2452	NALBUPHINE	L2T84IQI2K
2453	NALMEFENE	TOV02TDP9I
2454	NEDOCROMIL	0B535E0BN0
2455	NICARDIPINE	CZ5312222S
2457	NORFLOXACIN	N0F8P22L1P
2458	NORTRIPTYLINE	BL03SY4LXB
2459	OLOPATADINE	D27V6190PM
2460	OLSALAZINE	ULS5I8J03O
2461	OXYMETAZOLINE	8VLN5B44ZY
2462	PALONOSETRON	5D06587D6R
2463	PAMIDRONIC ACID	OYY3447OMC
2464	PANCURONIUM	J76UF062FS
2465	PENBUTOLOL	78W62V43DY
2466	PERGOLIDE	24MJ822NZ9
2468	PERPHENAZINE	FTA7XXY4EZ
2469	PHENTOLAMINE	Z468598HBV
2470	PINACIDIL ANHYDROUS	BB4UGO5K0D
2471	PIOGLITAZONE	X4OV71U42S
2472	PIPERACILLIN ANHYDROUS	9I628532GX
2473	PIRBUTEROL	OG645J8RVW
2474	PRALIDOXIME	P7MU9UTP52
2475	PRAVASTATIN	KXO2KT9N0G
2476	PRAZOSIN	XM03YJ541D
2477	PROMAZINE	O9M39HTM5W
2478	PROPAFENONE	68IQX3T69U
2479	PROPANTHELINE	1306V2B0Q8
2480	PROTRIPTYLINE	4NDU154T12
2481	QUINAPRILAT	34SSX5LDE5
2482	RALOXIFENE	YX9162EO3I
2483	RIMANTADINE	0T2EF4JQTU
2484	RITODRINE	I0Q6O6740J
2485	RIZATRIPTAN	51086HBW8G
2486	ROCURONIUM	WRE554RFEZ
2487	ROPINIROLE	030PYR8953
2488	ROSUVASTATIN	413KH5ZJ73
2489	SERTRALINE	QUC7NX6WMB
2490	SILDENAFIL	3M7OB98Y7H
2491	SPIRAPRILAT	QS56V5Y7EC
2492	SUNITINIB	V99T50803M
2493	TAMOXIFEN	094ZI81Y45
2494	TAMSULOSIN	G3P28OML5I
2495	TERCONAZOLE	0KJ2VE664U
2496	TETRABENAZINE	Z9O08YRN8O
2497	TIAGABINE	Z80I64HMNP
2498	TICLOPIDINE	OM90ZUW7M1
2500	TIOCONAZOLE	S57Y5X1117
2501	TIPRANAVIR	ZZT404XD09
2502	TIROFIBAN	GGX234SI5H
2503	TIZANIDINE	6AI06C00GW
2504	TOCAINIDE HYDROCHLORIDE	2K7I38CKN5
2505	TRAMADOL	39J1LGJ30J
2506	TRAZODONE HYDROCHLORIDE	6E8ZO8LRNM
2507	TRIFLUOPERAZINE	214IZI85K3
2508	TRIMEPRAZINE	76H78MJJ52
2509	TRIMIPRAMINE	6S082C9NDT
2510	TRIPROLIDINE	2L8T9S52QM
2511	TROSPIUM	T4Y8ORK057
2512	VENLAFAXINE	GRZ5RCB1QG
2513	ZOLPIDEM	7K383OQI23
2514	APRACLONIDINE	843CEN85DI
2515	ARBUTAMINE	B07L15YAEV
2516	BENZPHETAMINE	0M3S43XK27
2518	CASPOFUNGIN	F0XDI6ZL63
2519	CLORAZEPIC ACID	D51WO0G0L4
2520	CONIVAPTAN	0NJ98Y462X
2522	ELTROMBOPAG	S56D65XJ9G
2523	ESCITALOPRAM	4O4S742ANY
2524	LISDEXAMFETAMINE	H645GUL8KJ
2525	METHOHEXITAL	E5B8ND5IPE
2526	NABILONE	2N4O9L084N
2527	4-HYDROXYBUTANOIC ACID	30IW36W5B2
2528	TAPENTADOL	H8A007M585
2529	CLAVULANIC ACID	23521W1S24
2530	ACETOPHENAZINE	8620H6K4QH
2531	ACETYLCHOLINE	N9YNS0M02X
2532	AMBENONIUM	L16PUN799N
2533	AZLOCILLIN	HUM6H389W0
2534	BENOXINATE	AXQ0JYM303
2535	BETHANIDINE	W8S3YM7AUU
2536	BRETYLIUM	RZR75EQ2KJ
2538	CEFONICID	6532B86WFG
2539	CEFPIRAMIDE	P936YA152N
2540	CEPHAPIRIN	89B59H32VN
2541	CHLORPHENTERMINE	NHW07912O7
2542	DECAMETHONIUM	C1CG1S3T2W
2543	DEMECLOCYCLINE	5R5W9ICI6O
2545	DIPHEMANIL	Q26TX1UD0W
2546	DOPAMINE	VTD58H1Z2X
2547	DYCLONINE	078A24Q30O
2548	EDROPHONIUM	70FP3JLY7N
2549	ERGOTAMINE	PR834Q503T
2550	PROFENAMINE	7WI4P02YN1
2552	HEXOCYCLIUM	LL3147PI1T
2553	HEXYLCAINE	511IU0826Z
2554	ISOPROPAMIDE	8B9I31H724
2555	KETOCONAZOLE	R9400W927I
2556	LEVALLORPHAN	353613BU4U
2557	MAFENIDE	58447S8P4L
2558	MEPHENTERMINE	TEZ91L71V4
2559	MESORIDAZINE	5XE4NWM740
2560	METHANTHELINE	36EI79TX7I
2561	METHICILLIN	Q91FH1328A
2562	METOCURINE	V0M92G2U26
2563	MEXILETINE	1U511HHV4Z
2564	MILNACIPRAN	G56VK1HF36
2565	MORICIZINE	2GT1D0TMX1
2566	NEBIVOLOL	030Y90569U
2568	OXYPHENBUTAZONE ANHYDROUS	A7D84513GV
2569	OXYPHENONIUM	D2G5508Y7I
2570	PARGYLINE HYDROCHLORIDE	W70V6I2OMY
2571	PHENIRAMINE	134FM9ZZ6M
2572	PHENMETRAZINE	AB2794W8KV
2573	PHENYLBUTAZONE	GN5P7K3T8S
2574	PIPECURONIUM	1N3O74HM92
2575	PROGUANIL	S61K3P7B2V
2576	PROMETHAZINE	FF28EJQ494
2577	PROPIOMAZINE	242Z0PM79Y
2579	SUCCINYLCHOLINE	J2R869A8YF
2580	SULFAPYRIDINE	Y5V2N1KE8U
2581	SULFOXONE	0G3C18OH4D
2583	TRIETHYLGALLAMINE	VYJ027LZ05
2584	TRIMETREXATE	UPN4ITI8T4
2586	BUTABARBITAL	P0078O25A9
2587	CERULETIDE	888Y08971B
2588	CYCRIMINE	543567RFQQ
2589	HYDROCORTAMATE	Y3N00BK5WK
2590	INDECAINIDE	3AZF20DM1T
2591	PROTOKYLOL	8Y5Y4EEO2V
2592	THIAMYLAL	01T23W89FR
2593	TRIMETHAPHAN	6G8X656T45
2594	PAZOPANIB	7RN5DR86CK
2596	PILOCARPINE	01MI4Q9DI3
2597	SCOPOLAMINE	DL48G20X8X
2598	BETHANECHOL	004F72P8F4
2599	PRASTERONE	459AG36T1B
2601	ENZASTAURIN	UC96G28EQF
2602	ROSE BENGAL SODIUM	956575SN5L
2603	AMINOBENZOIC ACID	TL2TJE8QTX
2604	DEOXYCHOLIC ACID	005990WHZZ
2606	SITAXENTAN	J9QH779MEM
2608	ECABET	2K02669KWP
2609	LERCANIDIPINE	V7XTJ4R0BH
2610	METHYLENE BLUE CATION	ZMZ79891ZH
2612	CHLORCYCLIZINE	M26C4IP44P
2614	ERGONOVINE	WH41D8433D
2615	ETHYLMORPHINE	RWO67D87EU
2618	NOVOBIOCIN	17EC19951N
2621	RUTIN	5G06TVY3R7
2623	THIMEROSAL	2225PI3MOV
2625	CLENBUTEROL	XTZ6AXU7KN
2626	DIPYRONE	6429L0L52Y
2627	DOMPERIDONE	5587267Z69
2629	ALPRENOLOL	877K5MQ27W
2630	APRINDINE	5Y48085P9Q
2632	CELIPROLOL	DRB57K47QC
2634	FLUNARIZINE	R7PLA2DM0J
2635	GABEXATE	4V7M9137X9
2636	INDORAMIN	0Z802HMY7H
2637	ITOPRIDE	81BMQ80QRL
2638	LOFEPRAMINE	OCA4JT7PAW
2639	MIANSERIN	250PJI13LM
2640	MOSAPRIDE	I8MFJ1C0BY
2641	NAFAMOSTAT	Y25LQ0H97D
